key_type,key,management_style,management_confidence,evidence,source_url,review_note
ticker,AVUV,active_identified,high,Issuer states that AVUV is actively managed and does not replicate a specified index,https://www.avantisinvestors.com/avantis-investments/avantis-us-small-cap-value-etf/trading-details/,
ticker,CGCP,active_identified,high,Issuer launch release explicitly identifies CGCP as one of its active transparent ETFs,https://www.capitalgroup.com/about-us/news-room/etf-launch-6-strategies.html,
ticker,CGDV,active_identified,high,Issuer launch release explicitly identifies CGDV as one of its active transparent ETFs,https://www.capitalgroup.com/about-us/news-room/etf-launch-6-strategies.html,
ticker,CGGO,active_identified,high,Issuer launch release explicitly identifies CGGO as one of its active transparent ETFs,https://www.capitalgroup.com/about-us/news-room/etf-launch-6-strategies.html,
ticker,CGGR,active_identified,high,Issuer launch release explicitly identifies CGGR as one of its active transparent ETFs,https://www.capitalgroup.com/about-us/news-room/etf-launch-6-strategies.html,
ticker,CGUS,active_identified,high,Issuer launch release explicitly identifies CGUS as one of its active transparent ETFs,https://www.capitalgroup.com/about-us/news-room/etf-launch-6-strategies.html,
ticker,CGXU,active_identified,high,Issuer launch release explicitly identifies CGXU as one of its active transparent ETFs,https://www.capitalgroup.com/about-us/news-room/etf-launch-6-strategies.html,
ticker,DFAC,active_identified,high,Issuer states that Dimensional ETFs use a systematic process in an actively managed transparent ETF structure,https://www.dimensional.com/us-en/insights/dimensional-investing-in-an-active-etf-structure,Systematic implementation is retained as a strategy attribute and does not negate the active management classification.
ticker,DFAE,active_identified,high,Issuer states that Dimensional ETFs use a systematic process in an actively managed transparent ETF structure,https://www.dimensional.com/us-en/insights/dimensional-investing-in-an-active-etf-structure,Systematic implementation is retained as a strategy attribute and does not negate the active management classification.
ticker,DFAI,active_identified,high,Issuer states that Dimensional ETFs use a systematic process in an actively managed transparent ETF structure,https://www.dimensional.com/us-en/insights/dimensional-investing-in-an-active-etf-structure,Systematic implementation is retained as a strategy attribute and does not negate the active management classification.
ticker,DFAR,active_identified,high,Issuer states that Dimensional ETFs use a systematic process in an actively managed transparent ETF structure,https://www.dimensional.com/us-en/insights/dimensional-investing-in-an-active-etf-structure,Systematic implementation is retained as a strategy attribute and does not negate the active management classification.
ticker,DFAS,active_identified,high,Issuer identifies DFAS as an active transparent ETF,https://www.dimensional.com/us-en/newsroom/dimensional-lists-four-new-etfs-following-the-industrys-largest-mutual-fund-to-etf-conversion,Systematic implementation is retained as a strategy attribute and does not negate the active management classification.
ticker,DFAT,active_identified,high,Issuer identifies DFAT as an active transparent ETF,https://www.dimensional.com/us-en/newsroom/dimensional-lists-four-new-etfs-following-the-industrys-largest-mutual-fund-to-etf-conversion,Systematic implementation is retained as a strategy attribute and does not negate the active management classification.
ticker,DFAU,active_identified,high,Issuer states that Dimensional ETFs use a systematic process in an actively managed transparent ETF structure,https://www.dimensional.com/us-en/insights/dimensional-investing-in-an-active-etf-structure,Systematic implementation is retained as a strategy attribute and does not negate the active management classification.
ticker,DFAX,active_identified,high,Issuer states that Dimensional ETFs use a systematic process in an actively managed transparent ETF structure,https://www.dimensional.com/us-en/insights/dimensional-investing-in-an-active-etf-structure,Systematic implementation is retained as a strategy attribute and does not negate the active management classification.
ticker,DFCF,active_identified,high,Issuer states that Dimensional ETFs use active portfolio implementation in an actively managed transparent ETF structure,https://www.dimensional.com/us-en/insights/dimensional-investing-in-an-active-etf-structure,
ticker,DFIP,active_identified,high,Issuer states that Dimensional ETFs use active portfolio implementation in an actively managed transparent ETF structure,https://www.dimensional.com/us-en/insights/dimensional-investing-in-an-active-etf-structure,
ticker,DFIV,active_identified,high,Issuer states that Dimensional ETFs use a systematic process in an actively managed transparent ETF structure,https://www.dimensional.com/us-en/insights/dimensional-investing-in-an-active-etf-structure,Systematic implementation is retained as a strategy attribute and does not negate the active management classification.
ticker,DFNM,active_identified,high,Issuer states that Dimensional ETFs use active portfolio implementation in an actively managed transparent ETF structure,https://www.dimensional.com/us-en/insights/dimensional-investing-in-an-active-etf-structure,
ticker,DFSD,active_identified,high,Issuer states that Dimensional ETFs use active portfolio implementation in an actively managed transparent ETF structure,https://www.dimensional.com/us-en/insights/dimensional-investing-in-an-active-etf-structure,
ticker,DFSV,active_identified,high,Issuer states that Dimensional ETFs use a systematic process in an actively managed transparent ETF structure,https://www.dimensional.com/us-en/insights/dimensional-investing-in-an-active-etf-structure,Systematic implementation is retained as a strategy attribute and does not negate the active management classification.
ticker,DFUS,active_identified,high,Issuer identifies DFUS as an active transparent ETF,https://www.dimensional.com/us-en/newsroom/dimensional-lists-four-new-etfs-following-the-industrys-largest-mutual-fund-to-etf-conversion,Systematic implementation is retained as a strategy attribute and does not negate the active management classification.
ticker,DUHP,active_identified,high,Issuer states that Dimensional ETFs use a systematic process in an actively managed transparent ETF structure,https://www.dimensional.com/us-en/insights/dimensional-investing-in-an-active-etf-structure,Systematic implementation is retained as a strategy attribute and does not negate the active management classification.
ticker,DFNL,active_identified,high,Issuer prospectus identifies DFNL as an actively managed ETF,https://www.davisetfs.com/etfs/financial/document-viewer?document=statutory-prospectus,
ticker,DINT,active_identified,high,Issuer prospectus identifies DINT as an actively managed ETF,https://www.davisetfs.com/etfs/financial/document-viewer?document=statutory-prospectus,
ticker,DUSA,active_identified,high,Issuer prospectus identifies DUSA as an actively managed ETF,https://www.davisetfs.com/etfs/financial/document-viewer?document=statutory-prospectus,
ticker,DWLD,active_identified,high,Issuer prospectus identifies DWLD as an actively managed ETF,https://www.davisetfs.com/etfs/financial/document-viewer?document=statutory-prospectus,
ticker,FAAR,active_identified,high,Issuer lists FAAR in its official actively managed ETF roster,https://www.ftportfolios.com/retail/etf/etflist.aspx?Type=ActivelyManaged,
ticker,FIXD,active_identified,high,Issuer lists FIXD in its official actively managed ETF roster,https://www.ftportfolios.com/retail/etf/etflist.aspx?Type=ActivelyManaged,
ticker,FMB,active_identified,high,Issuer lists FMB in its official actively managed ETF roster,https://www.ftportfolios.com/retail/etf/etflist.aspx?Type=ActivelyManaged,
ticker,FMF,active_identified,high,Issuer lists FMF in its official actively managed ETF roster,https://www.ftportfolios.com/retail/etf/etflist.aspx?Type=ActivelyManaged,
ticker,FSMB,active_identified,high,Issuer lists FSMB in its official actively managed ETF roster,https://www.ftportfolios.com/retail/etf/etflist.aspx?Type=ActivelyManaged,
ticker,FTGC,active_identified,high,Issuer lists FTGC in its official actively managed ETF roster,https://www.ftportfolios.com/retail/etf/etflist.aspx?Type=ActivelyManaged,
ticker,FTLS,active_identified,high,Issuer lists FTLS in its official actively managed ETF roster,https://www.ftportfolios.com/retail/etf/etflist.aspx?Type=ActivelyManaged,
ticker,HYLS,active_identified,high,Issuer lists HYLS in its official actively managed ETF roster,https://www.ftportfolios.com/retail/etf/etflist.aspx?Type=ActivelyManaged,
ticker,TAGG,active_identified,high,Issuer active ETF guide identifies TAGG as an active ETF,https://www.troweprice.com/content/dam/fai/Investments/exchange-traded-funds/t-rowe-price-active-etfs-designed-to-outperform.pdf,
ticker,TBUX,active_identified,high,Issuer active ETF guide identifies TBUX as an active ETF,https://www.troweprice.com/content/dam/fai/Investments/exchange-traded-funds/t-rowe-price-active-etfs-designed-to-outperform.pdf,
ticker,TCHP,active_identified,high,Issuer active ETF guide identifies TCHP as an active ETF,https://www.troweprice.com/content/dam/fai/Investments/exchange-traded-funds/t-rowe-price-active-etfs-designed-to-outperform.pdf,
ticker,TDVG,active_identified,high,Issuer active ETF guide identifies TDVG as an active ETF,https://www.troweprice.com/content/dam/fai/Investments/exchange-traded-funds/t-rowe-price-active-etfs-designed-to-outperform.pdf,
ticker,TEQI,active_identified,high,Issuer active ETF guide identifies TEQI as an active ETF,https://www.troweprice.com/content/dam/fai/Investments/exchange-traded-funds/t-rowe-price-active-etfs-designed-to-outperform.pdf,
ticker,TGRW,active_identified,high,Issuer active ETF guide identifies TGRW as an active ETF,https://www.troweprice.com/content/dam/fai/Investments/exchange-traded-funds/t-rowe-price-active-etfs-designed-to-outperform.pdf,
ticker,TOTR,active_identified,high,Issuer active ETF guide identifies TOTR as an active ETF,https://www.troweprice.com/content/dam/fai/Investments/exchange-traded-funds/t-rowe-price-active-etfs-designed-to-outperform.pdf,
ticker,TSPA,active_identified,high,Issuer active ETF guide identifies TSPA as an active ETF,https://www.troweprice.com/content/dam/fai/Investments/exchange-traded-funds/t-rowe-price-active-etfs-designed-to-outperform.pdf,
ticker,OBND,active_identified,high,Issuer describes OBND as an actively managed multi-asset credit strategy,https://www.ssga.com/us/en/intermediary/etfs/state-street-loomis-sayles-opportunistic-bond-etf-obnd,
ticker,STOT,active_identified,high,Issuer lists STOT in its official actively managed ETF roster,https://www.ssga.com/us/en/intermediary/capabilities/active-etfs/spdr-active-etfs,
ticker,TOTL,active_identified,high,Issuer describes TOTL as actively managed core fixed income exposure,https://www.ssga.com/us/en/institutional/etfs/state-street-doubleline-total-return-tactical-etf-totl,
ticker,BTAL,mixed_or_changed_mandate,high,SEC filing documents the conversion from passive index tracking to a rules-based active strategy effective February 2022,https://www.sec.gov/Archives/edgar/data/1479599/000110465921144570/tm2134162-1_497.htm,History spans an index mandate before February 2022 and an active mandate afterward; exclude from whole-history active attribution.
ticker,CLSE,active_identified,high,SEC shareholder report describes CLSE as an actively managed long-short equity strategy,https://www.sec.gov/Archives/edgar/data/1141819/000089853123000336/clseetf-ncsrs.htm,
ticker,DBMF,active_identified,high,Issuer product page classifies DBMF as an active managed futures ETF,https://www.imgp.com/us/fund/US53700T8273/,
ticker,GHTA,active_identified,high,Issuer states that GHTA is an actively managed ETF and does not track an index,https://www.gham.co/,
ticker,HTUS,active_identified,high,Issuer states that HTUS is an actively managed ETF driven by proprietary quantitative models,https://www.hulltacticalfunds.com/,
ticker,JEMA,active_identified,high,Issuer fund commentary describes the ActiveBuilders portfolio as opportunistically allocated among actively managed stocks,https://am.jpmorgan.com/content/dam/jpm-am-aem/americas/us/en/literature/commentary/FC-JEMA.PDF,
ticker,KDRN,active_identified,high,Issuer identifies KDRN as an actively managed portfolio with tactical duration decisions,https://www.kingsbarncapital.com/kingsbarn-etf/,
ticker,LBAY,active_identified,high,SEC shareholder report states that LBAY is actively managed,https://www.sec.gov/Archives/edgar/data/1742912/000199937126010365/lbay-ncsrs_022826.htm,
ticker,LEXI,active_identified,high,Issuer states that LEXI is actively managed and portfolio decisions respond to changing information,https://www.lexietf.com/,
ticker,LSAT,active_identified,high,Issuer states that LSAT is an actively managed ETF using a quantitative factor methodology,https://www.leadersharesetfs.com/funds/leadershares-tactical-focused-etf,
ticker,MRSK,active_identified,high,SEC financial statements identify the Toews funds as actively managed ETFs,https://www.sec.gov/Archives/edgar/data/1314414/000158064226004276/toewsagilityetfs_ncsr.htm,
ticker,MSMR,active_identified,high,SEC shareholder report identifies MSMR as an actively managed ETF using proprietary trend and momentum strategies,https://www.sec.gov/Archives/edgar/data/1540305/000113322825000384/msmre-efp12728_ncsr.htm,
ticker,MSTB,active_identified,high,SEC financial statements identify MSTB as an actively managed ETF,https://www.lhafunds.com/lha_uploads/fund/LHA-ETFs-123125-Annual-Financial-Statements-and-Additional-Information-Final-Public.pdf,Rules-based risk management is a strategy attribute and does not negate the active management classification.
ticker,RHRX,active_identified,high,SEC statement of additional information identifies RHRX as an actively managed ETF that does not seek to replicate an index,https://www.sec.gov/Archives/edgar/data/1464413/000146441321000233/r497e11212.htm,
ticker,RHTX,active_identified,high,SEC statement of additional information identifies RHTX as an actively managed ETF that does not seek to replicate an index,https://www.sec.gov/Archives/edgar/data/1464413/000146441321000233/r497e11212.htm,
ticker,THY,active_identified,high,SEC financial statements identify the Toews funds as actively managed ETFs,https://www.sec.gov/Archives/edgar/data/1314414/000158064226004276/toewsagilityetfs_ncsr.htm,
ticker,WTMF,mixed_or_changed_mandate,high,Issuer states that WTMF tracked the WisdomTree Managed Futures Index before changing to an active strategy on June 4 2021,https://www.wisdomtree.com/us/insights/blog/when-markets-zigzag-trend-followers-can-shine,History spans an index mandate before June 4 2021 and an active mandate afterward; exclude from whole-history active attribution.
ticker,COMB,active_identified,high,SEC prospectus identifies COMB as an actively managed commodity ETF,https://www.sec.gov/Archives/edgar/data/1689873/000149315225019252/form485bpos.htm,Previous name-only classification incorrectly treated the Bloomberg benchmark reference as index replication.
ticker,FTQI,active_identified,high,Issuer includes FTQI in its official actively managed ETF roster,https://www.ftportfolios.com/retail/etf/etflist.aspx?Type=ActivelyManaged,The Nasdaq reference describes the option underlying and not an index-tracking mandate.
ticker,GCC,active_identified,high,Issuer explicitly describes GCC as an actively managed commodity futures ETF,https://www.wisdomtree.com/us/products/alternative/gcc,The word Index in the legacy product name did not describe the current management status.
ticker,KCCB,index_passive_identified,high,Issuer launch release identifies KCCB as the China Corporate High Yield Bond USD Index ETF,https://kraneshares.com/kraneshares-ccbs-china-corporate-high-yield-bond-usd-etf-ticker-kccb-lists-on-the-new-york-stock-exchange/,Historical series was index based; N-CEN negative evidence is not sufficient to override the explicit mandate.
ticker,PHDG,active_identified,high,Issuer explicitly describes PHDG as an actively managed ETF allocating among components of a dynamic benchmark,https://www.invesco.com/us/en/financial-products/etfs/invesco-sp-500-downside-hedged-etf.html,The benchmark guides allocation but the fund is not classified as an index fund.
ticker,SIXH,active_identified,high,Issuer states that SIXH is actively managed and uses a quantitative options overlay,https://www.6meridianfunds.com/sixh,Index in the name refers to the option underlying and not a passive replication mandate.
ticker,UMMA,active_identified,high,SEC annual filing explicitly identifies UMMA as an actively managed ETF,https://www.sec.gov/Archives/edgar/data/1683471/000113322826011200/we-efp26371_ncsr.htm,UMMA seeks returns similar to an index but is legally and operationally actively managed.
ticker,USDU,active_identified,high,SEC filing states that USDU is actively managed using proprietary investment strategies and processes,https://www.sec.gov/Archives/edgar/data/1350487/000121465925018684/R5.htm,The Bloomberg index is a performance objective and comparator rather than a replicated mandate.
ticker,RVNU,mixed_or_changed_mandate,high,Issuer documents that RVNU tracked the Solactive Municipal Infrastructure Revenue Bond Index until its conversion to active management on August 4 2026,https://www.dws.com/en-us/about-us/media/media-releases/2026/xtrackers-by-dws-converts-xtrackers-municipal-infrastructure-revenue-bond-etf-to-actively-managed-etf/,History spans an index mandate before August 4 2026 and an active mandate afterward; exclude from whole-history active attribution.
ticker,ABEQ,active_identified,high,Issuer describes ABEQ as an actively managed value ETF,https://absoluteadvisers.com/funds/,
ticker,ADIV,active_identified,high,Issuer states that its ETFs use actively managed high-conviction portfolios,https://www.gafunds.com/,
ticker,AESR,active_identified,high,SEC prospectus states that AESR is actively managed,https://www.sec.gov/Archives/edgar/data/1552947/000158064226001279/aesr-485b.htm,
ticker,AIVI,mixed_or_changed_mandate,high,Issuer documents active management after an index-tracking mandate that ended January 18 2022,https://www.wisdomtree.com/us/bannerads/aivi-aivl,History spans an index mandate before January 18 2022 and an active mandate afterward; exclude from whole-history active attribution.
ticker,AIVL,mixed_or_changed_mandate,high,Issuer documents active management after an index-tracking mandate that ended January 18 2022,https://www.wisdomtree.com/us/products/equity/aivl,History spans an index mandate before January 18 2022 and an active mandate afterward; exclude from whole-history active attribution.
ticker,AMOM,active_identified,high,Issuer describes AMOM as an actively managed AI-enhanced portfolio,https://qraftaietf.com/amom,
ticker,BEMO,index_passive_identified,high,Issuer report states that historical BEMO tracked the Aptus Behavioral Momentum Index until it became ADME on November 8 2019,https://aptusetfs.com/wp-content/uploads/2020/09/Aptus-ETFs-4.30.20-Annual-Report.pdf,Classification refers to the BEMO ticker history; the successor ADME active history is a separate identity after the ticker change.
ticker,DARP,active_identified,high,Issuer states that DARP is an actively managed growth ETF,https://www.etf.grizzle.com/,
ticker,DGRE,mixed_or_changed_mandate,high,Issuer documents that DGRE changed from index tracking to active management on October 19 2018,https://www.wisdomtree.com/us/products/equity/dgre,History spans an index mandate before October 19 2018 and an active mandate afterward; exclude from whole-history active attribution.
ticker,DIVO,active_identified,high,Issuer states that DIVO is actively managed with a tactical covered-call process,https://amplifyetfs.com/cwp-covered-call-suite/,
ticker,DIVS,active_identified,high,Issuer states that its ETFs use actively managed high-conviction portfolios,https://www.gafunds.com/,
ticker,DIVY,active_identified,high,Issuer states that DIVY is an actively managed ETF,https://www.soundetfs.com/divy/,
ticker,DIVZ,active_identified,high,Issuer includes DIVZ in its actively managed ETF suite,https://www.polencapital.com/etfs,
ticker,DSTL,mixed_or_changed_mandate,high,SEC filing documents conversion from index tracking to active management effective April 3 2023,https://www.sec.gov/Archives/edgar/data/1540305/000089418926003119/dstlsummary.htm,History spans an index mandate before April 3 2023 and an active mandate afterward; exclude from whole-history active attribution.
ticker,DSTX,active_identified,high,Issuer prospectus identifies DSTX as an actively managed ETF using a systematic process,https://distillatecapital.com/wp-content/uploads/pdfs/Distillate-DSTL-DSTX-DSMC-Prospectus.pdf,Systematic implementation is a strategy attribute and does not negate the active management classification.
ticker,DWMF,active_identified,high,Issuer identifies DWMF as an actively managed systematic multifactor fund,https://www.wisdomtree.com/us/products/equity/dwmf,Systematic implementation is a strategy attribute and does not negate the active management classification.
ticker,EMMF,active_identified,high,Issuer identifies EMMF as an actively managed systematic multifactor fund,https://www.wisdomtree.com/us/products/equity/emmf,Systematic implementation is a strategy attribute and does not negate the active management classification.
ticker,ESGB,active_identified,high,SEC prospectus identifies portfolio-manager selection rather than index replication,https://www.sec.gov/Archives/edgar/data/1426439/000199937124010790/esgb-497k_082824.htm,
ticker,FBCG,active_identified,high,Issuer includes FBCG in its active equity ETF lineup,https://institutional.fidelity.com/advisors/investment-solutions/asset-classes/domestic-equity/active-equity-etfs,
ticker,FBCV,active_identified,high,Issuer includes FBCV in its active equity ETF lineup,https://institutional.fidelity.com/advisors/investment-solutions/asset-classes/domestic-equity/active-equity-etfs,
ticker,FDG,active_identified,high,Issuer states that FDG is actively managed and does not replicate an index,https://www.americancentury.com/advisors/investment-products/etfs/,
ticker,FFLC,active_identified,high,Issuer includes FFLC in its active equity ETF lineup,https://institutional.fidelity.com/advisors/investment-solutions/asset-classes/domestic-equity/active-equity-etfs,
ticker,FFLG,active_identified,high,Issuer includes FFLG in its active equity ETF lineup,https://institutional.fidelity.com/advisors/investment-solutions/asset-classes/domestic-equity/active-equity-etfs,
ticker,FFSM,active_identified,high,Issuer includes FFSM in its active equity ETF lineup,https://institutional.fidelity.com/advisors/investment-solutions/asset-classes/domestic-equity/active-equity-etfs,
ticker,FISR,active_identified,high,Issuer includes FISR in its official active ETF roster,https://www.ssga.com/us/en/intermediary/capabilities/active-etfs,
ticker,FLLV,active_identified,high,Issuer launch release identifies FLLV as an actively managed ETF,https://www.franklintempleton.com/press-releases/news-room/2016/franklin-templeton-investments-introduces-suite-of-actively-managed-etfs,
ticker,FLV,active_identified,high,Issuer states that FLV is actively managed and does not replicate an index,https://www.americancentury.com/advisors/investment-products/etfs/,
ticker,GGRW,active_identified,high,Issuer includes GGRW in its fully transparent actively managed ETF lineup,https://gabelli.com/gabellitv/gabelli-semi-transparent-etfs-convert-to-fully-transparent/,
ticker,GLRY,active_identified,high,Issuer states that GLRY is actively managed and does not replicate an index,https://www.inspireetf.com/etf/glry,
ticker,GMOM,active_identified,high,Issuer prospectus identifies Cambria as investment manager of the non-index GMOM strategy,https://cambriafunds.com/assets/docs/Cambria_Prospectus.pdf,
ticker,GVAL,active_identified,high,Issuer prospectus identifies Cambria as investment manager of the non-index GVAL strategy,https://cambriafunds.com/assets/docs/Cambria_Prospectus.pdf,
ticker,HFGO,active_identified,high,Issuer states that HFGO is actively managed and does not replicate an index,https://www.hartfordfunds.com/funds/hfgo.html,
ticker,IMOM,active_identified,high,Issuer states that its quantitative ETFs are actively managed,https://funds.alphaarchitect.com/documents/factsheet_qmom/,Family prospectus language covers IMOM IVAL QMOM QVAL and VMOT/AAVM.
ticker,ITAN,active_identified,high,Issuer states that ITAN is actively managed,https://etf.sparklinecapital.com/itan/,
ticker,IVAL,active_identified,high,Issuer states that its quantitative ETFs are actively managed,https://funds.alphaarchitect.com/documents/factsheet_qmom/,Family prospectus language covers IMOM IVAL QMOM QVAL and VMOT/AAVM.
ticker,JIG,active_identified,high,Issuer fact sheet describes portfolio-managed international growth exposure against a performance benchmark rather than index replication,https://am.jpmorgan.com/content/dam/jpm-am-aem/americas/us/en/literature/fact-sheet/etfs/FS-JIG.PDF,
ticker,JOJO,active_identified,high,SEC shareholder report states that JOJO is actively managed using a systematic rules-based rotation process,https://www.sec.gov/Archives/edgar/data/1742912/000183988223030344/atac-ncsr_083123.htm,Systematic implementation is a strategy attribute and does not negate the active management classification.
ticker,JSMD,mixed_or_changed_mandate,high,Issuer documents a passive index approach before conversion to active management on May 12 2025,https://www.janushenderson.com/en-us/advisor/product/jsmd-small-mid-cap-growth-alpha-etf/,History spans an index mandate before May 12 2025 and an active mandate afterward; exclude from whole-history active attribution.
ticker,JSML,mixed_or_changed_mandate,high,Issuer fact sheet documents a passive index approach before conversion to active management on May 12 2025,https://cdn.janushenderson.com/webdocs/FactSheet_JSML_ETF_ENG_2025_12_exp_2026_05.pdf,History spans an index mandate before May 12 2025 and an active mandate afterward; exclude from whole-history active attribution.
ticker,LRGE,active_identified,high,Issuer classifies LRGE as active equity with bottom-up security selection,https://www.franklintempleton.com/investments/options/exchange-traded-funds/products/91630/SINGLCLASS/clearbridge-large-cap-growth-esg-etf/LRGE,
ticker,MBOX,active_identified,high,SEC prospectus states that MBOX is actively managed,https://www.sec.gov/Archives/edgar/data/1592900/000159290025000169/R2.htm,
ticker,MID,active_identified,high,Issuer states that MID is actively managed and does not replicate an index,https://www.americancentury.com/advisors/investment-products/etfs/,
ticker,NUGO,active_identified,high,SEC prospectus states that NUGO is an actively managed ETF,https://www.sec.gov/Archives/edgar/data/1635073/000119312523267113/R2.htm,
ticker,OSCV,active_identified,high,SEC registration states that OSCV is actively managed and does not replicate a passive index,https://www.sec.gov/Archives/edgar/data/1540305/000089418924005071/ck0001540305-20240430.htm,
ticker,PGRO,active_identified,high,Issuer groups its focused large-cap ETF with active equity strategies managed for outperformance,https://www.putnam.com/institutional/investment-capabilities/equity-strategies,
ticker,PSET,active_identified,high,Issuer fact sheet describes PSET as an active rules-based framework,https://brandassets.principal.com/m/73515dea34a8707f/original/Principal-Quality-ETF-EFS.pdf,Systematic implementation is a strategy attribute and does not negate the active management classification.
ticker,PVAL,active_identified,high,Issuer groups PVAL with active equity strategies managed for outperformance,https://www.putnam.com/advisor/how-we-invest/equity/,
ticker,PY,active_identified,high,Issuer fact sheet describes PY as an active rules-based framework,https://brandassets.principal.com/m/70b2f8e575e1b0ac,Systematic implementation is a strategy attribute and does not negate the active management classification.
ticker,QMOM,active_identified,high,Issuer prospectus states that QMOM is actively managed using a proprietary quantitative methodology,https://alphaarchitect.com/wp-content/uploads/compliance/etf/summary_prospectus/QMOM%20Summary%20Pro.pdf,Systematic implementation is a strategy attribute and does not negate the active management classification.
ticker,QVAL,active_identified,high,Issuer states that its quantitative ETFs are actively managed,https://funds.alphaarchitect.com/documents/factsheet_qmom/,Family prospectus language covers IMOM IVAL QMOM QVAL and VMOT/AAVM.
ticker,RFDA,active_identified,high,Exchange filing based on the issuer prospectus states that RFDA is actively managed and does not follow an index,https://www.miaxglobal.com/sites/default/files/circular-files/MIAX_PEARL_Equities_PC_2020_689.pdf,
ticker,SECT,active_identified,high,Issuer prospectus states that SECT is actively managed and does not replicate an index,https://www.mainmgtetfs.com/etfs/wp-content/uploads/2022/04/Printer-Main-Sector-Rotation-ETF-4-4-22-Summary-Prospectus.pdf,
ticker,SMIG,active_identified,high,SEC prospectus states that SMIG is an actively managed ETF,https://www.sec.gov/Archives/edgar/data/1540305/000089418926014079/bahlgaynorsmallmidcapincom.htm,
ticker,SQLV,mixed_or_changed_mandate,high,SEC filing documents conversion from passive index tracking to active management effective May 10 2022,https://www.sec.gov/Archives/edgar/data/1655589/000139834424015108/fp0089655-1_def14a.htm,History spans an index mandate before May 10 2022 and an active mandate afterward; exclude from whole-history active attribution.
ticker,SXQG,active_identified,high,SEC prospectus states that SXQG is an actively managed ETF,https://www.sec.gov/Archives/edgar/data/1452937/000121390023027986/ea152672_497.htm,
ticker,VAMO,active_identified,high,Issuer prospectus identifies Cambria as investment manager of the non-index VAMO strategy,https://cambriafunds.com/assets/docs/Cambria_Prospectus.pdf,
ticker,VFMF,active_identified,high,Issuer identifies VFMF within its active factor ETF range,https://www.vanguard.com/pub/Pdf/p4419.pdf,Systematic implementation is a strategy attribute and does not negate the active management classification.
ticker,VFMO,active_identified,high,Issuer explicitly labels VFMO active,https://advisors.vanguard.com/investments/products/new/vfmo/vanguard-us-momentum-factor-etf,Systematic implementation is a strategy attribute and does not negate the active management classification.
ticker,VFQY,active_identified,high,Issuer identifies VFQY within its active factor ETF range,https://www.vanguard.com/pub/Pdf/p4419.pdf,Systematic implementation is a strategy attribute and does not negate the active management classification.
ticker,VFVA,active_identified,high,Issuer identifies VFVA within its active factor ETF range,https://www.vanguard.com/pub/Pdf/p4419.pdf,Systematic implementation is a strategy attribute and does not negate the active management classification.
ticker,VMOT,active_identified,high,Issuer factsheet identifies VMOT as an active ETF with dynamic hedging,https://alphaarchitect.com/wp-content/uploads/compliance/etf/factsheets/VMOT_Factsheet.pdf,VMOT was renamed and retickered AAVM; the management framework remained active.
ticker,WBIF,active_identified,high,Issuer regulatory brochure states that WBI provides day-to-day portfolio management for its primarily actively managed ETFs,https://www.wbiinvestments.com/_files/ugd/c0ed08_e2ddb2c4cc93486cbb561ec3e919e8d5.pdf,
ticker,WBIL,active_identified,high,Issuer regulatory brochure states that WBI provides day-to-day portfolio management for its primarily actively managed ETFs,https://www.wbiinvestments.com/_files/ugd/c0ed08_e2ddb2c4cc93486cbb561ec3e919e8d5.pdf,
ticker,WLTG,active_identified,high,Issuer states that the WLTG portfolio is actively managed using tactical allocation and quantitative security selection,https://wealthtrustetf.com/,
ticker,WTV,mixed_or_changed_mandate,high,Issuer documents current active management after an index-tracking mandate that ended December 18 2017,https://www.wisdomtree.com/us/insights/blog/revisiting-value-a-style-built-for-uncertainty,History spans an index mandate before December 18 2017 and an active mandate afterward; exclude from whole-history active attribution.
ticker,XLSR,active_identified,high,Issuer includes XLSR in its official active ETF roster,https://www.ssga.com/us/en/intermediary/capabilities/active-etfs,
